S.No.,Category,Product Name,Description,Quantity,Original Price (MRP),Selling Price,Image URL
121,Fresh Vegetables,Hydroponic Lollo Rosso Lettuce,"Hydroponic Lollo Rosso Lettuce for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1556801712-76c8eb07bbc9?w=500&auto=format&fit=crop&q=80
122,Fresh Vegetables,Hydroponic Spinach,"Hydroponic Spinach for everyday cooking, dining, and household needs.",150 g,,,https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500&auto=format&fit=crop&q=80
123,Fresh Vegetables,Hydroponic Swiss Chard,"Hydroponic Swiss Chard for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1556801712-76c8eb07bbc9?w=500&auto=format&fit=crop&q=80
124,Fresh Vegetables,Imported Avocado Hass - Tanzania,"Imported Avocado Hass - Tanzania for everyday cooking, dining, and household needs.",150 g,,,https://images.unsplash.com/photo-1523049673857-eb18f1d7b578?w=500&auto=format&fit=crop&q=80
125,Fresh Vegetables,Imported Enoki Mushroom,"Imported Enoki Mushroom for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1504544750208-dc0358e63f7f?w=500&auto=format&fit=crop&q=80
126,Fresh Vegetables,Mixed Sprouts Combo,"Mixed Sprouts Combo for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?w=500&auto=format&fit=crop&q=80
127,Fresh Vegetables,Organically Grown American Corn Cob,"Organically Grown American Corn Cob for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1551754655-cd27e38d2076?w=500&auto=format&fit=crop&q=80
128,Fresh Vegetables,Organically Grown Beetroot,"Organically Grown Beetroot for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1525607551316-4a8e16d1f9ba?w=500&auto=format&fit=crop&q=80
129,Fresh Vegetables,Organically Grown Cabbage,"Organically Grown Cabbage for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1551893478-d726eaf0442c?w=500&auto=format&fit=crop&q=80
130,Fresh Vegetables,Organically Grown Capsicum,"Organically Grown Capsicum for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1563565375-f3fdfdbefa83?w=500&auto=format&fit=crop&q=80
131,Fresh Vegetables,Organically Grown Cauliflower,"Organically Grown Cauliflower for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1568584711075-3d021a7c3ca3?w=500&auto=format&fit=crop&q=80
132,Fresh Vegetables,Organically Grown Chilli (Pachamulaku),"Organically Grown Chilli (Pachamulaku) for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1588252303782-cb80119abd6d?w=500&auto=format&fit=crop&q=80
133,Fresh Vegetables,Organically Grown Coriander,"Organically Grown Coriander for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1588879460618-9249e7d947d1?w=500&auto=format&fit=crop&q=80
134,Fresh Vegetables,Organically Grown Curry Leaves,"Organically Grown Curry Leaves for everyday cooking, dining, and household needs.",50 g,,,https://images.unsplash.com/photo-1628556270448-4d4e4148e1b1?w=500&auto=format&fit=crop&q=80
135,Fresh Vegetables,Organically Grown Garlic (Veluthulli),"Organically Grown Garlic (Veluthulli) for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80
136,Fresh Vegetables,Organically Grown Ginger (Inji),"Organically Grown Ginger (Inji) for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1615485290382-441e4d049cb5?w=500&auto=format&fit=crop&q=80
137,Fresh Vegetables,Organically Grown Green Cucumber,"Organically Grown Green Cucumber for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1604977042946-1eecc30f269e?w=500&auto=format&fit=crop&q=80
138,Fresh Vegetables,Organically Grown Lady Finger (Vendakka),"Organically Grown Lady Finger (Vendakka) for everyday cooking, dining, and household needs.",250 g,,,https://images.unsplash.com/photo-1425543103986-22abb7d7e8d2?w=500&auto=format&fit=crop&q=80
139,Fresh Vegetables,Organically Grown Lemon,"Organically Grown Lemon for everyday cooking, dining, and household needs.",220 g,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
140,Fresh Vegetables,Organically Grown Mint Leaves,"Organically Grown Mint Leaves for everyday cooking, dining, and household needs.",100 g,,,https://images.unsplash.com/photo-1628556270448-4d4e4148e1b1?w=500&auto=format&fit=crop&q=80
141,Fresh Vegetables,Organically Grown Onion (Savadha),"Organically Grown Onion (Savadha) for everyday cooking, dining, and household needs.",1 kg / 250g / 500g,,,https://images.unsplash.com/photo-1618512496248-a07fe83aa8cb?w=500&auto=format&fit=crop&q=80
142,Fresh Vegetables,Organically Grown Palak,"Organically Grown Palak for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500&auto=format&fit=crop&q=80
143,Fresh Vegetables,Organically Grown Potato (Urulakkizhangu),"Organically Grown Potato (Urulakkizhangu) for everyday cooking, dining, and household needs.",1 kg / 250g / 500g,,,https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500&auto=format&fit=crop&q=80
144,Fresh Vegetables,Organically Grown Tomato (Desi),"Organically Grown Tomato (Desi) for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
145,Fresh Vegetables,Organically Grown Tomato (Hybrid),"Organically Grown Tomato (Hybrid) for everyday cooking, dining, and household needs.",500 g,,,https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500&auto=format&fit=crop&q=80
146,Fresh Vegetables,Sprouts Sprouted Kala Chana,"Sprouts Sprouted Kala Chana for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?w=500&auto=format&fit=crop&q=80
147,Fresh Vegetables,Sprouts Sprouted Moong (Cherupayar),"Sprouts Sprouted Moong (Cherupayar) for everyday cooking, dining, and household needs.",200 g,,,https://images.unsplash.com/photo-1515543237350-b3eea1ec8082?w=500&auto=format&fit=crop&q=80
